Page Name,User Name,Facebook Id,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,URL,Message
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-15,00:35:36,Live Video Complete,6337,4296,1603,117,77,2,17,6,131,88,https://www.facebook.com/46251501064/posts/335167714747729,大家午安！距離12月18日公投日剩下最後3天，民進黨公投前最後一次中常會，特別移師高雄召開「行動中常會」，就是要用行動讓全國民眾，特別是中南部的民眾瞭解，這次四項公投議題關乎整個台灣，請大家在12月18日投下「四個不同意」！ 也請高雄鄉親作伙來參加本週五晚上7時於高雄物流園區後方空地舉辦的「大步向前進」晚會。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-14,06:20:35,Photo,43662,36737,4833,743,337,13,102,10,245,642,https://www.facebook.com/46251501064/posts/10157838404191065,星期六就要投公投票了，如果你對四個公投案，還有不了解的地方，想要知道更多細節，歡迎大家來收聽我的Podcast頻道 #耳朵出遊不出油。 過去這段期間，我們邀請了跟這四個公投有關的部會首長，像是 經濟部 王美花部長、曾文生次長，農委會 陳吉仲 主委，還有對特定議題非常有研究的 管碧玲 (kuanbiling) 委員、#洪申翰委員、 林靜儀醫師 溫柔堅定新中二 醫師、 林昶佐 Freddy Lim 委員、邱威傑議員 呱吉，來跟大家解釋我們的立場跟想法。 我們邀請的來賓，不僅在外交、經貿以及能源等公共政策上有最精闢的專業，也有講話的魅力，絕對是大家在投票前，最好的「選前衝刺班」。 12月18日，四項公投攸關台灣的能源轉型、經貿布局以及民主深化，每項議題都對台灣未來的發展很重要。 請大家一起來收聽，讓我們用專業來說服你，投下 #四個不同意，讓台灣更有力。 追蹤 #耳朵出遊不出油，瞭解更多公投議題和國際事務⬇️ ＊Apple ：https://reurl.cc/951yda ＊Spotify：https://reurl.cc/6DLe2M ＊KKBOX：https://kkbox.fm/0t0h3i:=:https://podcast.kkbox.com/tw/channel/WtwXuB-LQPASTI56dM ＊Google：https://reurl.cc/kLn6QG ＊Firstory：http://dpppodcast.firstory.io:=:https://dpppodcast.firstory.io/
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-14,02:49:00,Photo,24734,21404,2036,516,300,7,42,3,89,337,https://www.facebook.com/46251501064/posts/10157838207536065,今天，第三屆台美日三邊印太安全對話開幕，我向世界傳遞一個清楚的訊息： 無論外部壓力多麼強大，都無法動搖我們對自由、人權、法治和與國際民主社會合作的努力與承諾。我們將繼續與夥伴合作，致力維護印太地區的安全、和平、自由和開放。 在依然充滿挑戰的這一年，台灣和美國、日本及歐洲國家共同防疫，與全球民主夥伴展開更多的合作。 蕭美琴 Bi-khim Hsiao 大使和 #唐鳳政委，也參加了美國主辦的民主峰會，向全世界分享台灣堅韌的民主故事。 除了感謝日本安倍晉三前首相及美國國務院巴斯比（Scott Busby）副助卿出席會議，我也重申，希望台美日進一步深化經濟夥伴關係。 安倍前首相致詞時談到，日本、美國與台灣共享自由、人權、法治及民主等信念，更應全力協助台灣加入WHO等國際組織。同時，他也肯定台灣有充分資格參加CPTPP。 我相信，台美日將會一起努力，為世界做出更多貢獻。為了拓展台灣的國際經貿布局，我們會持續爭取加入CPTPP和美國預計推動的 #印太經濟架構，我也希望全國人民都能團結一致，支持台灣走向國際
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-13,05:24:08,Photo,72498,57326,7455,2503,482,36,217,23,336,4120,https://www.facebook.com/46251501064/posts/10157836962746065,就在今天，韓國政府宣布申請加入CPTPP。此時此刻，台灣絕對有更大的迫切性，接軌國際標準，加入CPTPP。 一直以來，台灣與韓國在許多產業上競爭激烈，誰先加入CPTPP，#誰就更早取得關稅與投資優勢。 雖然台灣在今年，比韓國更早申請加入CPTPP，但是韓國早在2012年就依循國際標準，開放萊牛萊豬進口。多年遵守國際標準的韓國，不僅國內從未傳出食安事件，現在也有相當大的優勢，加入CPTPP。 不論是韓國、日本或台灣，想要在國際貿易取得更大的競爭優勢，就必須符合全球經貿的遊戲規則。 現在，11個CPTPP會員國都有開放美豬進口，也都會觀察台灣是否有決心，進一步開放美豬進口，加入更高標準的區域貿易協定。 我也要再次強調，台灣是出口貿易導向的國家，今年的出口額創歷史紀錄，經濟成長率就即將來到11年新高。CPTPP對台灣經濟的重要性不言而喻。 此外，不只是CPTPP，還有美國預計明年推動的 #印太經濟架構（Indo-Pacific economic framework），我們也要積極爭取參與。現在我們若推翻今年初進一步開放美豬的政策決定，可能失去的就是參與國際經濟新架構的關鍵機會。 當全球供應鏈改變，台灣經濟正在起飛，我們絕對不能在這時候停下來。這個星期六就是公投，請大家一定要回家投票，投下 #四個不同意，讓台灣貿易打進國際。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-12,20:46:18,Native Video,46795,33492,7556,2584,530,18,195,27,529,1864,https://www.facebook.com/46251501064/posts/10157836545461065,這禮拜六就是公投，如果你認同我們「四個不同意」的主張，我要向你們說聲謝謝。 謝謝你，考量國家發展的情勢，做出現階段對國家最好的決定。 如果你對我們的主張，還有疑慮，我想邀請你看看這支影片，我有些心裡話想對你說。 這四項公投，並不是分開獨立的議題，而是攸關國家整體發展、國家正在執行的政策，會不會停下來、甚至倒退。 身為總統，就是要在互相衝突的價值中，找到雙贏的策略，從國家利益的角度，尋求最好的平衡點。 我們做的決定，可能不會讓每個人都滿意，但是只要對國家整體發展最好，我就會承擔下來。 如果你覺得，現在國家發展的路線，有利於台灣走向世界，在全球政經局勢劇變的時刻，我們應該把握當下，希望你也能跟我一起投下 #四個不同意，讓國家大步向前走。 #這支影片是我的真心話 #麻煩大家幫我轉發影片
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-12,09:20:35,Photo,30007,26984,1971,338,372,7,32,7,102,194,https://www.facebook.com/46251501064/posts/10157835619701065,今年總統府音樂會來到嘉義縣，開場時，我特別介紹在白色恐怖時期受難的阿里山鄒族前輩，吾雍‧雅達烏猶卡那（Uyongu Yatauyungana），也就是高一生先生。 我希望，讓更多人了解這塊土地的故事，也非常感謝所有厚植台灣文化力的藝文工作者。 在台灣文化協會成立滿百年的這一年，我也期待，未來透過文化的力量，我們能夠說出更多台灣追求自由民主的故事。 不論是深化民主，或是對抗疫情，台灣還有許多挑戰要面對，而就如這次音樂會的主題「北回曙光」，黑夜終會過去，日出終會來臨。相信只要保持團結，保持信念，我們就能克服一切挑戰。 賴清德 副總統 翁章梁 Weng Chang-Liang 縣長
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-12,07:18:36,Photo,60359,53375,4128,965,457,18,104,11,256,1045,https://www.facebook.com/46251501064/posts/10157835483841065,公投倒數六天，把握最後一個黃金週末，我們持續到全國各地，向鄉親說明公投。 今天來到台南，看到現場坐了滿滿的支持者，我要感謝台南朋友熱情的支持。 我也再次強調，現在越來越多國家認為台灣很重要，全球供應鏈不能沒有台灣，世界民主經驗也不能沒有台灣。 這次的美豬公投，大家都在看台灣是否和國際同行，這關如果沒過，台灣經濟將回到過去被鎖在中國的困境。 我們不能走回頭路，台灣要和世界建立貿易關係，再次拜託大家一定要站出來投票，投下四個不同意，讓台灣走向國際。 #四個不同意 #台灣更有力
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-12,05:28:27,Live Video Complete,15042,9654,3579,392,1159,6,32,7,113,100,https://www.facebook.com/46251501064/posts/395947822279561,🎹北回曙光2021總統府音樂會 演出時間｜12/12（日）18：30，全長約80分鐘 演出地點｜嘉義縣表演藝術中心 直播平台｜ 𝐅𝐚𝐜𝐞𝐛𝐨𝐨𝐤：蔡英文 𝐓𝐬𝐚𝐢 𝐈𝐧𝐠-𝐰𝐞𝐧／賴清德／總統府發言人 𝐘𝐨𝐮𝐓𝐮𝐛𝐞：總統府／蔡英文總統／公視 其他：公視3台／教育廣播電臺網站／中央廣播電臺網站／愛樂電台網站 🎼演出團隊 指揮｜范楷西 樂團｜國立嘉義大學交響樂團、嬉班子 合唱團｜勇士合唱團 演唱｜簡上仁、高慧君、高蕾雅、保卜 演奏｜謝宗儒、劉郁君、沈柏鑫、高崇文、黎文忠 主持｜柯念萱 🎼演出曲目 🎷風華巡禮 在地幽情 李哲藝：《嘉義新八景》交響組曲 🎷念念懷想 世代相望 勇士合唱團｜《點心擔》、《掌聲響起》、《酒矸倘賣嘸》 簡上仁｜《一隻鳥仔組曲》 🎷時光流轉 寄情詠嘆 高慧君、高蕾雅、保卜｜《星語》、《千風裡可否有你》、《春之佐保姬》、《鄒族的天神》
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-12,01:09:29,Live Video Complete,16865,10480,5052,439,314,8,51,24,307,190,https://www.facebook.com/46251501064/posts/592124215423351,公投說明會 黃金總動員！ 台南場「民主更有力」 現正直播中 四大公投已經進入最後全力衝刺的階段，今天我們來到台南，請大家一起宣傳、一起拉票，希望所有關心台灣未來的台灣隊友，都可以站出來，用 #四個不同意，讓 #台灣更有力！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-11,06:03:18,Live Video Complete,15391,9154,5089,453,238,2,45,9,251,150,https://www.facebook.com/46251501064/posts/238441371604494,#四個不同意，讓 #台灣更有力！公投已經進入最後全力衝刺的階段，我們需要大家一起宣傳、一起拉票，希望所有關心台灣未來的台灣隊友，都可以站出來，讓台灣繼續向前進，不走回頭路！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-11,01:26:31,Live Video Complete,12208,7304,3807,405,220,8,43,12,209,200,https://www.facebook.com/46251501064/posts/3431605903832761,公投說明會 黃金總動員！ 台中場「正義一定贏」 現正直播中！ 現在，公投已經進入最後全力衝刺的階段，我們需要大家一起宣傳、一起拉票，希望所有關心台灣未來的台灣隊友，都可以站出來，用 #四個不同意，讓 #台灣更有力！ 除了四大公投，明年1/9台中第二選區立委補選，請大家一定要支持溫暖、堅定的林靜儀醫師，一起分享出去，讓更多台灣隊友一起收看直播💪
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-10,21:03:14,Native Video,45465,35737,5174,2911,601,25,126,25,290,576,https://www.facebook.com/46251501064/posts/10157833438571065,這一幕幕守護台灣的畫面，大家還記得嗎？ 從2012年到2020年，大家一路陪伴我們經歷三次選舉，無論結果如何，我們希望台灣變得更好、更進步的心情，從沒變過。 現在，我要請大家一起回頭看看，這些年來我們努力的成果：防疫努力世界肯定，經濟成長創新高、國際「民主夥伴」的支持也越來越強勁。 這一路走來，我想，都是因為有台灣隊友在關鍵時刻，團結一心，做出關鍵決定，台灣才能變得更有自信、更有尊嚴，而被世界看見。 這一刻，我們不能讓台灣努力的成果停在這一刻。 12月18日下禮拜六，就是台灣未來的關鍵時刻，我要再次拜託所有台灣隊友，投下 #四個不同意，再次守護台灣前進的方向，守護台灣的永續繁榮、民主與自由。 「如果我們不做決定、台灣就會被別人決定」各位台灣隊友，我們投下四個不同意，台灣的未來由我們決定。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-10,01:36:56,Photo,110378,86010,10400,1456,969,124,451,146,276,10546,https://www.facebook.com/46251501064/posts/10157832076381065,今天早上，我國與尼加拉瓜終止了外交關係。斷交的決定，涉及複雜的國際政治，以及兩岸情勢。 我要告訴國人同胞，台灣民主越成功，國際支持越強，來自威權陣營的壓力也會越大，但我們都堅信，無論是外交施壓，或者文攻武嚇，都不會改變我們堅持民主自由、堅持走向世界、堅持參與國際民主社群的決心和努力。 今天是國際人權日，我們的 蕭美琴 Bi-khim Hsiao 大使， #唐鳳 政委 不僅代表台灣參加美國主辦的「民主峰會」，和全球民主國家交流，更將在會中發表國家聲明。這顯示，這幾年來，在民主防線最前緣的台灣，獲得國際社會越來越多的支持與重視。 我們會堅定與國際民主自由陣營站在一起，也會持續強化台灣民主的量能，提升我們的民主韌性。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-09,09:27:59,Photo,19606,14634,2923,311,156,11,41,5,133,1392,https://www.facebook.com/46251501064/posts/10157830975511065,關於中研院P3實驗室研究人員感染事件，指揮中心已經在第一時間進駐現場，展開相關疫調及匡列作業，並要求中研院10日內提出相關檢討報告。 我在今天傍晚也和 蘇貞昌 院長、 陳時中部長保持密切聯繫，掌握相關狀況，更要求相關單位，迅速查明個案原因，確實執行各項防疫工作。 面對疫情，我們都要嚴加戒備，我也要拜託大家，出門務必維持防疫習慣： 🔺戴好口罩 🔺量體溫、勤洗手 🔺注意社交距離 🔺確實執行實聯制 政府會全力守住疫情防線，我要請全體國人不用驚慌、繼續團結防疫，最重要的是，#盡快完整接種2劑疫苗，保護好自己，就是守護大家。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-09,05:28:46,Live Video Complete,13690,7725,5084,281,159,6,45,11,250,129,https://www.facebook.com/46251501064/posts/1300432843763725,12月18日的四項公投即將到來！請大家投下四個不同意！ ❌不同意反美豬公投 拒絕國民黨阻擋台灣走向國際 ❌不同意重啟核四公投 拒絕國民黨不顧安全風險與核廢 ❌不同意遷離三接公投 拒絕國民黨阻礙能源轉型 ❌不同意公投綁大選 拒絕國民黨造成選務混亂
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-09,04:33:55,Photo,65228,54809,4432,1296,493,15,148,13,257,3765,https://www.facebook.com/46251501064/posts/10157830683886065,台灣隊友遍地開花！1218大家回家投票！ 今天一早，我們的黨公職全國總動員，站在全國22縣市的路口向大家拜票。公投倒數9天，我們要全力衝刺，號召更多台灣隊友團結投票。 我也要感謝我們的執政縣市首長 林右昌UChange 市長、 鄭文燦 市長、 林智堅 市長、 翁章梁 Weng Chang-Liang 縣長、 黃偉哲 市長、 陳其邁 Chen Chi-Mai 市長， 潘孟安 縣長，以及各縣市黨公職積極響應，守護台灣。 我要再次強調，公投將決定台灣的未來，能不能走出國際，民主能不深化，能源轉型能不能繼續。 如果你關心台灣的未來，你就是台灣隊的一份子，也是我們的台灣隊友。請大家一人拉四票，四個不同意，讓我們團結守住公投，守住台灣防線。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-09,00:12:53,Photo,33615,28561,3146,610,713,11,99,9,146,320,https://www.facebook.com/46251501064/posts/10157830494306065,昨天，富比世 Forbes 公布2021年全球百大最有影響力女性，我代表台灣，從去年的37名躍升至第9名。 其實我的感觸很深，從去年的疫情到現在，台灣從疫情中站穩腳步，國際上的這些肯定只是一篇報導，但是背後最值得我們驕傲的，是台灣人一起團結防疫，一起攜手走過的這段過程。 這一年面對疫苗的壓力，我們多管齊下，除了不斷向國際催貨購買的疫苗，在善的循環下，我們也獲得民主夥伴的幫助，共同度過這段考驗。現在，大家不分你我，依循施打疫苗，也齊心守護邊境，這才讓台灣再次被世界肯定。 此外，台灣的經濟在疫情中逆勢成長，也是國際關注的焦點。今年，我們的經濟成長預估將是11年來新高、出口成績改寫歷史紀錄，股市更持續維持在17000點。這不僅代表我們的振興券政策發揮作用，也凸顯台灣在全球供應鏈扮演的重要角色。 富比世的這篇報導，我只是台灣的代表，但實際上，國際肯定的是台灣2300萬人民的努力。 面對年底的公投，我更希望大家一起理解台灣的關鍵時刻，此時此刻，我們不能倒退、也不能亂投。希望我們一起做出正確選擇，明年再讓世界看見台灣的成功。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-08,09:26:31,Photo,59757,54514,3205,859,545,13,64,9,146,402,https://www.facebook.com/46251501064/posts/10157829520251065,今天晚上，我與 美國在台協會 AIT 孫曉雅處長共同參加 #台灣美國商會 成立70週年的慶祝活動，我要感謝台灣美國商會一直是台灣不可或缺的夥伴。 過去以來，台美商會見證台灣的經濟發展，也支持台灣度過歷史的各項挑戰。尤其今年以來，台美在經貿領域有更深化的合作，我們在6月重啟了TIFA會談；第二屆台美「經濟繁榮夥伴對話」（EPPD）也在兩週前召開。 最新的好消息是，在這個禮拜一， 經濟部 王美花部長跟美國商務部長 #雷蒙多 直接對話，並宣布建立新的「台美科技貿易暨投資合作架構」（TTIC），共同商討鞏固關鍵供應鏈的行動方案。而台灣美國商會在促進這些重要且必要的合作上，都扮演關鍵角色。 我也和孫處長一起品嚐了晚宴所準備的 #美國牛肉漢堡。台灣開放美牛進口已經九年了，不僅受到很多人歡迎，也沒有傳出健康問題。不論是美豬或美牛，只要符合國際標準，大家都不必擔心，政府都會認真把關。 台美一直是非常重要的經貿夥伴，我們都期待，未來台美能有更緊密的經貿合作。我們也要展現台灣走向世界的決心，進一步為區域經濟的發展與復甦做出貢獻。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-08,04:38:42,Photo,44846,38053,4307,1026,340,11,131,11,260,707,https://www.facebook.com/46251501064/posts/10157829227726065,台灣隊站出來！1218總動員！ 距離12月18號的公投日，只剩下最後十天。 這次公投，不是哪個政黨、哪位政治人物的輸贏問題，而是台灣能不能繼續走在正確道路上、能不能受到國際社會信賴的問題。 1218四大公投，和你的生活、你的未來、你的荷包，都有密切的關聯。 我要邀請所有的國人，只要你關心台灣的未來，只要你支持台灣繼續進步，那你就是 #台灣隊 的一份子，我們就是 #台灣隊友。 為了安全、穩定的能源轉型，台灣隊都應該要站出來。 為了對等、開放的國際貿易，台灣隊都應該要站出來。 為了落實公民投票的精神，為了讓台灣的民主繼續深化，各位台灣隊友，你們更應該要站出來。 我要拜託大家，「一個人拉四票，四個不同意」，幫我向你的親朋好友拉這四票，這四票不是要選誰，是選擇你的未來。 台灣隊站出來，1218總動員，讓我們用四個不同意，確保台灣有更好的未來。 #四個不同意 #台灣更有力
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-08,00:40:18,Live Video Complete,5131,3388,1317,158,73,1,19,2,111,62,https://www.facebook.com/46251501064/posts/591325331943738,大家午安，我正出席「台灣隊站出來 1218全台總動員」中常會前記者會，歡迎一起加入直播並分享！
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-07,01:42:03,Native Video,22339,16054,4934,636,205,11,67,2,189,241,https://www.facebook.com/46251501064/posts/10157827581111065,"你知道12月18日要做什麼嗎？ #公投倒數11天，同樣生活在這塊土地的新住民姊妹，也都跟我們一樣關心台灣的未來。 謝謝來自馬來西亞的 立法委員 羅美玲 、 #越南新住民陳凰鳳、#印尼新住民洪晶晶、 #泰國新住民合瓊玲，以及 #柬埔寨新住民洪玉 等新住民姊妹，用不同的母語，呼籲大家回家投票！ 我也要邀請所有新住民的朋友，一起為台灣的未來投票、催票，拜託你身邊的親朋好友，一起投下四個不同意，讓台灣更有力。 四個不同意，台灣更有力！ 🇲🇾馬來西亞 4 tak bersetuju, Taiwan tambah maju. 🇹🇭泰國 สี่อย่างไม่เห็นด้วย ไต้หวันยิ่งน่าอยู่และแข็งแกร่งขึ้น 🇻🇳越南 4 điều KHÔNG ĐỒNG Ý, Đài Loan càng tốt hơn 🇰🇭柬埔寨 បួនចំនុចមិនស្រប តៃវ៉ាន់រឹតតែខ្លាំង 印尼 4 tidak setuju Taiwan akan lebih kuat"
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-05,01:34:11,Live Video Complete,16550,8549,6787,443,179,1,70,17,369,135,https://www.facebook.com/46251501064/posts/755973419134133,12月18日的四項公投即將到來！請大家投下四個不同意！ ❌不同意反美豬公投 拒絕國民黨阻擋台灣走向國際 ❌不同意重啟核四公投 拒絕國民黨不顧安全風險與核廢 ❌不同意遷離三接公投 拒絕國民黨阻礙能源轉型 ❌不同意公投綁大選 拒絕國民黨造成選務混亂
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-04,23:45:39,Photo,51956,42324,6465,1115,552,48,307,28,554,563,https://www.facebook.com/46251501064/posts/10157824128881065,公投就快到了，我們持續努力地跟鄉親說明，我也希望，有更多的朋友一起加入宣傳的行列。 現在，我要請 #台灣隊友 幫一個忙。我們做了一個公投卡片，請各位台灣隊友印出來、擺在桌上，一起宣傳公投，也幫我說服身邊的朋友，12月18日回家投下 #四個不同意！ 立體卡有兩種版本，你們喜歡哪種？也記得寫下相關的標語，在限時動態跟我分享喔！ 👉 四個不同意立體卡下載點：tinyl.io/5GtV:=:https://www.dropbox.com/sh/q3txh8x1gbh05pg/AAAAeA2u9wT3B-HmUpHIV3BQa?dl=0 👉ibon雲端列印編號：3004011897 創作者 拍謝少女 #四個不同意
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-04,10:58:00,Photo,73654,64487,5593,1371,579,22,192,18,349,1043,https://www.facebook.com/46251501064/posts/10157822845551065,團結台灣隊！回家投票守住三個任務！ 謝謝所有台灣隊友參與辣台派開講。今晚，我交付了三個任務，請所有台灣隊友一定要回家投票，守住這三項任務： #守住正確發展路線 台灣正朝正確的方向前進，這四項公投將決定台灣繼續向前走，還是倒退嚕。12月18日，我們回家投票，守住正確的發展路線。 #守住林靜儀 專業又勇敢的辣台妹 林靜儀醫師 溫柔堅定新中二，正在為台灣隊，拚中二選區的補選。1月9日，我們回家投票，守住最溫柔、堅定的台灣隊友林靜儀。 #守住Freddy 我們的台灣隊友 林昶佐 Freddy Lim，正遭到有心人惡意罷免，請台灣隊要挺他，不要讓他孤單，也不要讓有心人破壞台灣隊。同樣也是1月9日，大家出來投票，守住Freddy。 這兩年來，我們已經守住疫情防線，守住國防、守住經濟。現在請大家繼續守住正確的發展路線、守住靜儀、守住Freddy。 這一次，我們要用選票告訴世界，台灣不只要捍衛主權，更要與國際接軌、與世界交朋友，成為一個更安全、更繁榮的國家。 我們台灣隊團結起來，用四個不同意，讓台灣更有力，讓台灣大步向前走！ #四個不同意 #台灣更有力
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-04,06:07:00,Live Video Complete,15960,10025,4721,383,371,7,47,11,229,166,https://www.facebook.com/46251501064/posts/918774125439014,🌶️辣台派開講 1218返鄉日🌶️ 主持人👑 林楚茵 演說嘉賓🎤 呱吉邱威傑、 林昶佐 Freddy Lim、神秘嘉賓 表演嘉賓👏大嘻哈時代選手顏冠希JY、 魏買加WAYJAMROCK 這一年來我們努力防疫，守住了台灣，更在嚴峻的時刻讓世界看見台灣！ 面對12/18的公投，我想邀請辣台派們站出來，守住台灣防線、守住我們的國際貿易市場、守住我們的永續能源！ 歡迎無法抵達現場的辣台派們一起在線上參與，鎖定直播還有機會領取「辣台派限定同框照」喔！ ✅加入我的LINE：https://linked.tw/31HcNDc7
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-04,01:06:02,Photo,31766,27661,2827,520,305,7,69,12,142,223,https://www.facebook.com/46251501064/posts/10157822393426065,下週五就是 #世界人權日，和去年一樣，今天我們又相聚在 國家人權博物館 National Human Rights Museum，一起來檢視台灣的人權保障，有沒有做得更好、更進步。 我要向大家報告，在轉型正義及人權保障上，台灣持續都有新的進展： 1️⃣為回復被害者失去的權利，促轉會已經提出草案。跟據「促轉條例」設置的基金也即將在明年成立，將用來推動轉型正義和人權教育，以及照顧受難者長輩的生活。 2️⃣獨立的 #國家人權委員會 從去年開始運作，正在陸續提出獨立評估意見，讓台灣和更多國際人權公約接軌。 3️⃣立法院正在進行修憲討論，我們的立場很明確，符合聯合國「巴黎原則」、獨立的國家人權委員會，一定會繼續存在，繼續肩負起深化人權的職責。 我也要感謝 #鄭慶隆 前輩分享他在白色恐怖時期經歷的故事。我們回顧歷史，檢視當下努力的過程，都是在提醒當年人民不明不白被逮捕、監控的故事，不能也不會在台灣重演。 百年來，台灣人追求民主自由的故事，翻過一頁又一頁。而作家賴和說過，「世間未許權存在，勇士當為義鬥爭」，我們也會繼續努力下去。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-03,07:12:03,Photo,23913,19425,3313,400,213,4,70,11,185,292,https://www.facebook.com/46251501064/posts/10157821257201065,辣台派開講明天登場！請大家一起鎖定直播！ 睽違兩年，#辣台派開講 就要再次登場，這次又回到台北舉辦。這次的面對面，我將會向大家說明，台灣這兩年來的改變，以及公投對台灣發展的影響。 這場活動是報名制，如果不能到場的朋友，我的臉書、YT都有直播，邀請所有的辣台派一起鎖定收看。 距離公投越來越近，我也要請所有辣台派團結起來，讓我們共同展現堅定的意志，守護正確的國家發展路線。12月18日，一起回家投票！ #四個不同意 #台灣更有力 辣台派開講直播連結： ➡️我的Youtube：t.ly/F9JV:=:https://www.youtube.com/channel/UCQxDEcdI3AR3tflOgWBgBpQ ➡️YahooTV：t.ly/ZxbV:=:https://tw.tv.yahoo.com/
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-03,00:33:03,Photo,87108,76929,5755,1617,1627,27,158,12,197,786,https://www.facebook.com/46251501064/posts/10157819178156065,謝謝全體國人團結努力，讓世界看見台灣的堅韌。 今天，國際媒體金融時報 Financial Times公布2021最有影響力的25位女性，我看到我也被列入榜上。不過，我想告訴大家，我代表的是台灣，有影響力的不是我個人，而是所有的台灣人民。 這一年來，台灣經歷許多挑戰，正是大家團結努力，我們不僅挺過疫情的考驗，經濟表現11年來新高，還有越來越多民主夥伴跟我們站在一起。 現在，台灣受到全世界很強的關注與支持，不只是因為台灣站在民主陣線的最前緣，更是因為台灣人民堅守得之不易的民主自由。 我要感謝大家的團結努力，讓世界看見台灣的堅韌。我也要拜託大家，國家前進的腳步不能停下來，12月18日，我們一起支持正確的發展路線，讓台灣繼續走向世界。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-02,07:14:44,Photo,24334,20124,3073,466,181,7,38,6,135,304,https://www.facebook.com/46251501064/posts/10157817104561065,最近，各國陸續出現新變異株Omicron案例。雖然台灣本土案例至今維持+0，面對國際疫情升溫，我們仍要嚴陣以待： 🔺我要呼籲還沒接種一劑的國人盡快接種，符合接種間隔的朋友們，也儘速預約施打第二劑 🔺建議12-18歲青少年完整接種二劑BNT疫苗 🔺今天已經開放第1-3類人員(中央防疫官員除外)，追加接種第三劑 #Moderna疫苗，我要請符合資格的朋友注意相關資訊 為了守住疫情防線，除了先前已經追加購買3600萬劑基礎劑型與次世代劑型的Moderna疫苗，我們也另外追加購買500萬劑基礎劑型與次世代劑型 #AZ疫苗，為接種第三劑做好準備。 國際疫情不可輕忽，我也要拜託大家持續落實防疫，一起團結守護台灣。
蔡英文 Tsai Ing-wen,tsaiingwen,100044017724738,2021-12-01,23:19:24,Photo,21070,17042,2991,457,231,3,40,6,121,179,https://www.facebook.com/46251501064/posts/10157816716386065,開放國會論壇登場！與國際盟友強化民主陣線！ 「2021開放國會論壇」正式登場！今天與會的國家都是全球民主社群的重要成員，歡迎各國民主夥伴到場參與，或是透過線上的方式，與台灣共襄盛舉。 面對國際情勢快速變化、威權主義擴張，我們的目標，就是 #打造堅實的民主陣線，共同強化民主的韌性。 我也跟大家分享，為邁向開放政府、開放國會的目標，政府、國會與公民團體在這幾年做的努力，共同建立更有韌性的公民社會。 台灣也持續加強和民主夥伴的合作，台美建立的「全球合作暨訓練架構」（GCTF），不僅日本、澳洲加入成為正式夥伴，我們的合作對象也從印太地區，擴展到歐洲等其他區域。 台灣是民主防線的最前線，我們願意和世界各國分享經驗，跟所有的民主夥伴，一起捍衛共享的民主、自由價值。 期待透過今天的交流，強化台灣與國際間的合作，也讓國際民主陣線更堅實、更有韌性！
