"text","id","created_at","war"
"Happy Showa Day to our partners and friends in @Japan. Arigato for your support of Ukraine during these difficult times 🇺🇦🇯🇵 

🎨 Hayao Miyazaki-style works by Ukrainian artist Yuliya Tveritina https://t.co/X7hHTZcH80","1519710039195504640","2022-04-28T16:08:02.000Z",TRUE
"On this day in 1986, Soviet lies led to Chornobyl disaster, the worst nuclear catastrophe in history. Today Russia, the successor of Soviet lies and brutality, threatens the entire world again. #ArmUkraineNow and help us defeat the Empire of Lies. https://t.co/zrfIbWwcTP","1519047156031762434","2022-04-26T20:13:59.000Z",TRUE
"@nytimes ruscism 101 👇 https://t.co/dvy7Pyptj3","1518334331898454016","2022-04-24T21:01:28.000Z",TRUE
"Our sincere apologies for making a mistake in the previous version of the video. We had no intention to offend the friendly people of Japan 🇺🇦🇯🇵. In the new video above we have corrected the mistake. https://t.co/rB3RkR6V4k","1518240707609341954","2022-04-24T14:49:26.000Z",TRUE
"@SatoMasahisa Our sincere apologies to @japan for this mistake. We had no intention to offend the friendly people of Japan. 
🇺🇦🇯🇵 

We have corrected it and posted the new video here: https://t.co/dvy7Pyptj3","1518221001762426883","2022-04-24T13:31:08.000Z",TRUE
"we will fight ruscism, here and now 
✊🇺🇦 https://t.co/V92TT6K7LV","1518217114766696449","2022-04-24T13:15:41.000Z",TRUE
"Happy Easter to everyone celebrating today. Light will prevail over darkness. Life will prevail over death. Ukraine will prevail. Amen. https://t.co/4mALEc5Iz5","1518132278823686146","2022-04-24T07:38:35.000Z",TRUE
"☑️ SOLD: 5 mln hryvnas (~USD 170k) have been transferred to the Armed Forces of Ukraine. 

p.s. wait for new lots when the next occasion arises: 🛶⛴🚁✈️🛸🏰… https://t.co/alHtbCPrbK","1517561697480978432","2022-04-22T17:51:18.000Z",TRUE
"@cougarod це кіберпанщина","1517181174703079426","2022-04-21T16:39:14.000Z",TRUE
"📷: @den_kazansky","1517180240929476609","2022-04-21T16:35:31.000Z",TRUE
"“Starlink connection is available next to the village council.

working hours: 
9 to 10:30 am, 3 to 4:30 pm

password: 27031995”

...just your local Ukrainian guide to @elonmusk’s helpful device in Katyuzhanka village, Kyiv region 🙃 https://t.co/c8b7zdjMtf","1517179988365217792","2022-04-21T16:34:31.000Z",TRUE
"Putin telling truth, huh? Well, we tried to imagine what he’d say if he did. 

Created by ADC*UA, Gvardiya Production House and AI startup Reface. @reface_app @Gvardiya_ph 👏 #ArmUkraineNow https://t.co/6P0Fz3h4uR","1517119052904374272","2022-04-21T12:32:23.000Z",TRUE
"Thank you @Slash 💛💙 for helping us get the guns. So that we can also have the roses to celebrate our victory later. #ArmUkraineNow https://t.co/pHonECSjuo","1516889798711160832","2022-04-20T21:21:25.000Z",TRUE
"President ⁦@ZelenskyyUa⁩ calls for action:

1. Post a picture with an #ArmUkraineNow sign
2. Call on your government to provide heavy weapons to Ukraine
3. Tag three friends and ask them to join

#ArmUkraineNow so that we have the tools to stop Russia and its war crimes! https://t.co/JR8umvreQI","1516869521788882944","2022-04-20T20:00:50.000Z",TRUE
"special thanks to TS/D Agency for this wonderful piece of 3D art

follow them here👇

ig: tsd_agency","1516702505408909313","2022-04-20T08:57:10.000Z",TRUE
"our followers suggest expanding the list:

🍾 air-to-surface alcohol
🧺 frontline washing machines

what would you add? suggest items in replies","1516697286729945089","2022-04-20T08:36:26.000Z",TRUE
"Russian soldiers liberated thousands of Ukrainian homes from:

🚽 combat toilets
📺 armored TV-sets
💻 fighting laptops
🎧 tactical earphones
👕👟👙 clothes
💄 makeup

...and thousands of other dangerous NATO items...

Let their deeds be forever remembered 🥀🥀 https://t.co/1dZAMxsT3F","1516694632608014336","2022-04-20T08:25:53.000Z",TRUE
"@Milnoc @justamarylander @ukrposhta interesting idea btw 🤔

no mystery tho: we’ve just corrected a mistake (‘21st’ instead of ‘21th’🙈)","1516506878020362250","2022-04-19T19:59:49.000Z",TRUE
"Russian warship actually went and f***ed itself as recommended.

@ukrposhta dedicated a famous postal stamp to this historic phrase. Now a complete set with envelopes signed by the phrase’s author is up for auction.

To take part, apply until April 21st: https://t.co/nkTSrHou7a https://t.co/7OnQEjORfK","1516487744280748038","2022-04-19T18:43:47.000Z",TRUE
"Go raibh maith agat as an tacaíocht, Éire! https://t.co/wpxxo1Kx2F","1515993014199586819","2022-04-18T09:57:55.000Z",TRUE
"Mariupol had lived in peace before Russia invaded, ruined 95% of the city by heavy bombardment, and killed thousands of people. Ukrainian forces still hold on. Wounded and dead need evacuation. So are thousands of civilians, including kids and elderly. People lack food and water.","1515783801456181259","2022-04-17T20:06:34.000Z",TRUE
"@Lithuania @E_Stanionis well done 💪🏻","1515642624589410310","2022-04-17T10:45:35.000Z",TRUE
"@dwnews Jein!","1514707592316178440","2022-04-14T20:50:06.000Z",TRUE
"Russian warship, what are you sinking?","1514698388926873604","2022-04-14T20:13:32.000Z",TRUE
"Ukraine defends freedom, ours and yours, for 50 days. We don’t need a ride©️, we need heavy arms and ammunition.

- Heavy armored vehicles
- Combat aircraft
- Multiple launch rocket systems
- Long-range artillery
- Heavy anti-aircraft weapons

Give us the tools.
#ArmUkraineNow! https://t.co/ffmXE7aak5","1514615056071241734","2022-04-14T14:42:24.000Z",TRUE
"#ArmUkraineNow https://t.co/iYPYxz9kxc","1514283343310958611","2022-04-13T16:44:17.000Z",TRUE
"BRAVERY 

          will always prevail over 

                                                SLAVERY.

more at @brave_ua https://t.co/qkaHrkENzH","1513972289762643969","2022-04-12T20:08:16.000Z",TRUE
"@cher thank you @cher

dead on","1513885011753279505","2022-04-12T14:21:28.000Z",TRUE
"@newschambers https://t.co/b5pzlhK2GJ","1512905544029331467","2022-04-09T21:29:24.000Z",TRUE
"because they bloody can https://t.co/FaTUt0lvP6","1512881878440853515","2022-04-09T19:55:22.000Z",TRUE
"thank you for not being comfortably numb

🎥: https://t.co/N6LSZpve6S https://t.co/LY7kTN1hOT","1512166053572497414","2022-04-07T20:30:56.000Z",TRUE
"Hard to find words... The killing of civilians in Bucha by Russian war criminals is appalling beyond any measure.

Help us stop Russia. Demand your governments to act now:

- Provide Ukraine with all weapons we need
- More tough sanctions on Russia 
- Cut all trade ties with them https://t.co/pYLbMALQfp","1511106521345798153","2022-04-04T22:20:44.000Z",TRUE
"Zmiiny (Snake) Island heroes are back, while the Russian warship continues on its defined course
  
🇷🇺⛴ ➡️ ⚓️ https://t.co/JeMf0d9FM2","1508858307800354819","2022-03-29T17:27:08.000Z",TRUE
"no way to ban a Ukrainian rave party https://t.co/rpAaTdcoyV","1508768097880231940","2022-03-29T11:28:40.000Z",TRUE
"@Lithuania great idea, luv it","1508693057826340865","2022-03-29T06:30:29.000Z",TRUE
"Little Ukrainians thank nations with big hearts hosting them during this difficult time. We join their words of gratitude.

more ♥️ here:  https://t.co/wYhQLAXgWT https://t.co/1Axosj29hj","1508532860055138314","2022-03-28T19:53:55.000Z",TRUE
"We fight for the future of Ukraine and the world. We will prevail ✊🇺🇦 https://t.co/NGUZ9ilD1g","1508165868332662790","2022-03-27T19:35:38.000Z",TRUE
"Lettering ‘ДЕТИ’ (‘CHILDREN’) in front of the Drama Theatre in Mariupol didn’t stop Russian barbarians from bombing this shelter with hundreds of civilians.

On World Theater Day we thank Berlin and Prague theaters for their solidarity ❤️‍🩹

📸 Mariupol, Berlin, Prague
@DT_Berlin https://t.co/rzvGMytrlH","1508039209348648960","2022-03-27T11:12:20.000Z",TRUE
"Prophet! https://t.co/f67YwRM0Vv","1507001441814294532","2022-03-24T14:28:37.000Z",TRUE
"Three days, they said. Ukraine will fall, they said... https://t.co/lKhCiwfB4X","1506972098195038215","2022-03-24T12:32:01.000Z",TRUE
"@BonJovi thank you for the support! 

дякуємо 💛💙","1506564898679107599","2022-03-23T09:33:57.000Z",TRUE
"There is no politics for children, there is only good and evil. And good must always prevail. For the sake of our kids and their future, Ukraine will surely prevail. https://t.co/CREplZXVRj","1506383653965860866","2022-03-22T21:33:45.000Z",TRUE
"Tonight, spare a thought for the people of some of Ukraine’s bravest cities

@Kyiv
Chernihiv
Konotop
Okhtyrka
Sumy
Kharkiv
Izyum
Rubizhne
Mariupol
Berdyansk
Kherson
Enerhodar
Mykolayiv

We’ll rebuild and uplift them after our victory. Tell us which one do you wish to visit first? https://t.co/0p8HaD5PZw","1506030149636083716","2022-03-21T22:09:03.000Z",TRUE
"we will win
there will be new cities
there will be new dreams
there will be a new story
there will be, there’s no doubt

and those we've lost will be remembered

and we will sing again, and we will celebrate anew

🇺🇦President ⁦@ZelenskyyUa⁩ https://t.co/fb7sIxAXAM","1505624148931981320","2022-03-20T19:15:44.000Z",TRUE
"Best thoughts and prayers are donations for the Armed Forces of Ukraine. Donate today with Ukraine’s most trusted volunteer initiative ""Come Back Alive"".
 
From abroad 👉 https://t.co/73Uk4hpKOK
Crypto transfers 👉 https://t.co/v4ImRoWb2U

video by @BackAndAlive⁩ ft. Ahir Shah https://t.co/nuhc8kFbMq","1505513001742487555","2022-03-20T11:54:05.000Z",TRUE
"Ми воїни. Не ледарі. Не лежні
І наше діло праведне й святе
Бо хто за що, а ми за незалежність
Отож нам так і важко через те

Warriors we are. No lazy. No inert
Our cause is saint and right
We stand for independence
This makes so tough our fight

💐HB to our legend Lina Kostenko https://t.co/q4YF6xBZvR","1505302141174525952","2022-03-19T21:56:12.000Z",TRUE
"Russian aggression in figures

2️⃣4️⃣ days of Russian all-out invasion

1️⃣0️⃣8️⃣0️⃣ Russian missiles launched
 
1️⃣1️⃣2️⃣ killed 1️⃣4️⃣0️⃣ wounded Ukrainian children

6️⃣6️⃣9️⃣ schools 1️⃣1️⃣7️⃣ medical facilities ruined or damaged

1️⃣0️⃣0️⃣0️⃣s of ruined apartment buildings

Help Ukraine👇 https://t.co/WQ6ZnnJV0G","1505290697561231366","2022-03-19T21:10:43.000Z",TRUE
"based https://t.co/dz9TjpXXfl","1505226254345281538","2022-03-19T16:54:39.000Z",TRUE
"day 24

since 190.000 Russian invaders crossed our borders in all directions

but the nation of freedom does not scare easy

we did not fall and will not fall

we shall prevail 

against all odds 

🇺🇦✊","1505137215432794125","2022-03-19T11:00:50.000Z",TRUE
"@nexta_tv glad you liked our video, tags are welcome 😉 https://t.co/sMOu5qrUxJ","1505127807986421761","2022-03-19T10:23:28.000Z",TRUE
"@Lithuania 💛💙","1505110254757060609","2022-03-19T09:13:42.000Z",TRUE
"Incessantly, for 25 years out of 30 years of its modern history, Russia has brought nothing but death. Now we have the chance to stop Russian war-machine forever. Help Ukraine! Help the world! #StopRussia #StandWithUkraine https://t.co/J2gseHpBBn","1504924620524240897","2022-03-18T20:56:04.000Z",TRUE
"@cher grateful for your humanity, @cher

дякуємо 💛💙","1504809417795117058","2022-03-18T13:18:17.000Z",TRUE
"@AviSchiffmann Dear @AviSchiffmann, many thanks for your important work 💛💙","1504808053060870154","2022-03-18T13:12:52.000Z",TRUE
"@Schwarzenegger Dear @Schwarzenegger, thanks for your wise, powerful, and truthful words! Just to add one notable fact: Yury Vlasov was born in the Ukrainian city of Makiivka, Donetsk oblast. The city is under Russian occupation since 2014. We are proud of our famous heavyweight weightlifter🏋️🏆","1504807363085320196","2022-03-18T13:10:07.000Z",TRUE
"Russia says their conscripts are not being sent to fight in Ukraine. But this is just another lie. We have already caught a bunch of them. Now they have something to tell their liar-in-chief. https://t.co/YmmjoEfkXU","1503855619324928004","2022-03-15T22:08:14.000Z",TRUE
"The Ivan Franko Drama Theater performed Shakespeare’s Hamlet in a bomb shelter, dedicating their performance to the people of the UK for ongoing support of Ukraine &amp; in recognition of the Blitz of WW2 in which the UK’s civilian population was also bombed. ⁦@10DowningStreet⁩ https://t.co/wU3PRPA9Bn","1503742577211805705","2022-03-15T14:39:03.000Z",TRUE
"Ukraine scored 2nd in Beijing 2022 Paralympic Winter Games. A live testament Ukrainians fight and win against all odds in sports, in life and on the battlefield ✊🇺🇦 

Here is what they had to say after the games were over https://t.co/yuozYrEZGd","1503448957967552519","2022-03-14T19:12:18.000Z",TRUE
"https://t.co/COjLDh9fKG","1502947596205240323","2022-03-13T10:00:05.000Z",TRUE
"https://t.co/5cArSZ2KcH","1502737132858875910","2022-03-12T20:03:46.000Z",TRUE
"how to tell a Russian official is lying... his lips move https://t.co/n3fE09E22z","1502037022562791426","2022-03-10T21:41:47.000Z",TRUE
"These are real intercepted calls: Russian soldiers in Ukraine call their close ones back in Russia to tell how it is going so far. Looting and war crimes included. Please, share! The world must know the truth of what they’re doing to our homes and people. https://t.co/5yBRYjEoN1","1501635351965798402","2022-03-09T19:05:41.000Z",TRUE
"‘Keep fighting — you are sure to win’

Taras Shevchenko, Ukraine’s greatest poet, gave us this blessing. Today marks 208 years since he was born. 

We keep fighting, Taras. And we are sure to win ✊🇺🇦 https://t.co/NE8TumtIYK","1501477277548355587","2022-03-09T08:37:33.000Z",TRUE
"Today, https://t.co/ZTJXakKPGo website on Russian invasion of Ukraine was taken down by German provider company @Hetzner_Online without any explanations. We are working to restore worldwide access to verified facts about Russian aggression against Ukraine using another hosting. https://t.co/I8BYARjidT","1500899395906191361","2022-03-07T18:21:16.000Z",TRUE
"@Lithuania Thank you, dear Lithuanian friends 🇱🇹🇺🇦

ačiū ✊🇺🇦","1500881419912032256","2022-03-07T17:09:50.000Z",TRUE
"@Poland Thank you, dear Polish friends 💛💙

Dzękuję za pomoc 🇵🇱🇺🇦","1500879515312168962","2022-03-07T17:02:16.000Z",TRUE
"🚜 don’t mess with Ukrainian farmers https://t.co/fSy5WyCkuT","1500875024386899972","2022-03-07T16:44:25.000Z",TRUE
"Ukrainians are just like you. But the war affects just everything: how we live, how we love and how we take care of the people most dear to us. Help us save lives. Demand your governments to act now. Together, we can and must stop Putin ✊🇺🇦#StandWithUkraine #CloseTheSky https://t.co/WGzogeCVlJ","1500788932216295426","2022-03-07T11:02:19.000Z",TRUE
"@ananavarro ✊🇺🇦","1500736493832261632","2022-03-07T07:33:57.000Z",TRUE
"freedom
dignity
respect
human rights
rule of law
solidarity
self-organization
social responsibility
equality
freedom of speech
peaceful protest
transparency
accountability
religious freedom
multiculturalism
international law

*shortlist of what we stand for

#StandWithUkraine","1500603169868595202","2022-03-06T22:44:10.000Z",TRUE
"My dear capital @Kyiv stands tall today. Follow the official Twitter account of Kyiv, the City of Courage. https://t.co/REZs3mtZFZ","1500226742849527808","2022-03-05T21:48:23.000Z",TRUE
"Kherson, Nova Kakhovka, Berdyansk, Enerhodar, Konotop, Melitopol and many other Ukrainian cities and towns stood up to the Russian invaders.

You can help courageous Ukrainians by boycotting Russian goods and companies.

#BoycottRussia #StandWithUkraine https://t.co/Hzgh3kZYXd","1500195497629397000","2022-03-05T19:44:13.000Z",TRUE
"Fighting for what is right comes at a cost. Only then we can live in peace and bring a better future to our children. Help Ukraine to win in this struggle!

1. Ban @sberbank from SWIFT
2. Impose embargo on Russian oil
3. Close ports to Russian ships

Oh, and 👇 #BoycottRussia https://t.co/NUe6aeBjGJ","1500084328809779201","2022-03-05T12:22:28.000Z",TRUE
"We are at a turning point in history. Russia tries to destroy Ukraine, but also attempts to destroy freedom and human dignity in the heart of Europe. We call on foreign nationals willing to fight together with us to join our International Legion. Details: https://t.co/BW4sP79FZm https://t.co/wfP0O9fxf9","1500063375035936768","2022-03-05T10:59:13.000Z",TRUE
"Dear European friends! Help us stop Putin. We need you to speak out and demand your governments to close European ports for Russian ships. https://t.co/sB581onxBb","1500060788115087362","2022-03-05T10:48:56.000Z",TRUE
"🙏Please, help us stop Putin. Demand your governments to act now and cut Russian Sberbank from SWIFT. #BanSberbankFromSWIFT https://t.co/6g9oBFDoFS","1500041830896914435","2022-03-05T09:33:36.000Z",TRUE
"Happy Stalin’s Death Day! https://t.co/AoNksY1B6O","1500016881310355462","2022-03-05T07:54:28.000Z",TRUE
"it's not about taste anymore, but about good and evil. @cocacola chose the latter. @pepsi, time for your counterattack is now","1499876153988845569","2022-03-04T22:35:16.000Z",TRUE
"Jamie Hyneman has something to say and he asked us to share it with all of you https://t.co/XKrK8J7P83","1499844477858500612","2022-03-04T20:29:23.000Z",TRUE
"Dear @ICRC, help us establish humanitarian corridors to bring aid and evacuate civilians. We need at least eight of them. Russia lacks military successes, thus unleashes its fury by indiscriminately bombing civilians. Dear @PMaurerICRC, we need those corridors ASAP to save lives. https://t.co/NVa30gSQUO","1499805883743842306","2022-03-04T17:56:02.000Z",TRUE
"Today, Ukraine fights for its freedom and for that of the entire world. This is why the world stands by Ukraine. Your support matters. https://t.co/76VciDTmbq","1499468858297659401","2022-03-03T19:36:49.000Z",TRUE
"‘Life Will Win Over Death. Light Will Win Over Darkness’

Historic ⁦@TIME⁩ cover with ⁦@ZelenskyyUa⁩’s quote https://t.co/VMD9ube9G7","1499280918900625409","2022-03-03T07:10:01.000Z",TRUE
"Many people around the world now google: ‘Why Russia invaded Ukraine?’

Indeed, WHY?

Here is a website to explain: https://t.co/L6OkGLYIhg

Please share far and wide https://t.co/F00XkxVknl","1499158989388632075","2022-03-02T23:05:30.000Z",TRUE
"Still standing. And we will not fall. Ukraine will prevail 🇺🇦✊","1499115291518898176","2022-03-02T20:11:52.000Z",TRUE
"אתמול פגע טיל שיוט רוסי בשטח מתחם ההנצחה ""באבי יאר"", בקייב, והרג חמישה אזרחים. במהלך השואה, הנאצים רצחו יותר מ-100,000 יהודים במקום. בימינו, רוסיה הברברית שוב רוצחת אנשים חפים מפשע - באותו מקום ממש https://t.co/4ZgyXFbZoW","1499081594153451527","2022-03-02T17:57:58.000Z",TRUE
"Yesterday, Russian cruise missile struck the territory of the Babyn Yar memorial complex in Kyiv, killing five civilians. During the Holocaust, Nazis murdered more than 100,000 Jews in Babyn Yar. Nowadays, barbaric Russia is again murdering innocent people at the very same place. https://t.co/FRTZwuVuOO","1499081475593015302","2022-03-02T17:57:30.000Z",TRUE
".@Russia = barbaric","1498912842942193664","2022-03-02T06:47:24.000Z",TRUE
"Airdrop confirmed. Snapshot will be taken tomorrow, on March 3rd, at 6pm Kyiv time (UTC/GMT +2 hours). 
Reward to follow!
Follow subsequent news re Ukraine’s crypto donation campaign at @FedorovMykhailo","1498911922791583746","2022-03-02T06:43:45.000Z",TRUE
"@Poland thank you, friends
today we fight for our and your freedom","1498782358933229568","2022-03-01T22:08:55.000Z",TRUE
"The people of Ukraine fighting for our freedom are forever grateful to Gavin Wood @gavofyork for the generous donation of $5M of @Polkadot $DOT as promised publicly. Thank you from all of us here in Ukraine working for a peaceful future 🇺🇦","1498733635083587584","2022-03-01T18:55:18.000Z",TRUE
"Every voice matters. We see you and feel your support.

Urge your governments to provide Ukraine with more defensive weapons, ammunition, and economic support. Cut all political and business ties with Russia!

Tell us what country you are supporting us from 👀

#StandWithUkraine https://t.co/dBQNxBn0Et","1498672323100041219","2022-03-01T14:51:40.000Z",TRUE
"Did you know that European, American, British companies still make $700m daily by trading with Russia? Write to an international company of your choice: oil and gas, car manufacturers, investment funds, retailers etc. Demand them to cut all ties with Russia. More: @Boycott_RU https://t.co/kQM8TkqFl3","1498575704321101824","2022-03-01T08:27:44.000Z",TRUE
"An airdrop has not been confirmed yet.","1498549165646921728","2022-03-01T06:42:17.000Z",TRUE
"The people of Ukraine are grateful for the support and donations from the global crypto community as we protect our freedom. We are now accepting Polkadot donations too: 
$DOT: 1x8aa2N2Ar9SQweJv9vsuZn3WYDHu7gMQu1RePjZuBe33Hv.
More cryptocurrencies to be accepted soon.","1498547710697345027","2022-03-01T06:36:30.000Z",TRUE
"Two leaders, two worlds...
Freedom will prevail 🇺🇦✊ https://t.co/TG7Q8Yr4xp","1498547251949588482","2022-03-01T06:34:41.000Z",TRUE
"we will prevail over those langoliers for you, sir https://t.co/m94aNP93AF","1498443470532452354","2022-02-28T23:42:17.000Z",TRUE
"A group of Ukrainians was preparing Molotov cocktails to welcome Russian invaders. But one guy seemed dissatisfied. His regret: Russian armored vehicles may all get burnt by someone else before he can put his cocktail to practice. https://t.co/NbzGYQ2qok","1498436399841873921","2022-02-28T23:14:11.000Z",TRUE
"©️ enterhevoid","1498171891567235078","2022-02-28T05:43:08.000Z",TRUE
"https://t.co/mbfTbnIPJu","1498171407154483200","2022-02-28T05:41:12.000Z",TRUE
"do not be afraid 

to stand up to evil

no matter how powerful it seems

at the dawn  

the flag 🇺🇦 will still be there

✊","1498063864600084480","2022-02-27T22:33:52.000Z",TRUE
"Multinational corporations divert and stop their investments in Russia. Join the growing list of companies who said NO to funding military aggression #StandWithUkraine https://t.co/cxCoMJPKLj","1498038292108955650","2022-02-27T20:52:15.000Z",TRUE
"One day, a Ukrainian woman saw a Russian soldier in her hometown Henichesk, south of Ukraine. This is what happened next 👀 https://t.co/k5GmkvcyUm","1498016332889174026","2022-02-27T19:25:00.000Z",TRUE
"The biggest plane in the world ""Mriya"" (The Dream) was destroyed by Russian occupants on an airfield near Kyiv. We will rebuild the plane. We will fulfill our dream of a strong, free, and democratic Ukraine. https://t.co/Gy6DN8E1VR","1497961514480902148","2022-02-27T15:47:10.000Z",TRUE
"RT @Ukraine: Tag @Russia and tell them what you think about them","1497863974892687366","2022-02-27T09:19:35.000Z",TRUE
"Ukraine’s Foreign Minister invites foreign nationals to join the International Legion of Territorial Defense of Ukraine 🇺🇦 https://t.co/JVOjKuuMXW","1497842123785261058","2022-02-27T07:52:45.000Z",TRUE
"People call him the Ghost of Kyiv. And rightly so — this UAF ace dominates the skies over our capital and country, and has already become a nightmare for invading Russian aircrafts. https://t.co/lngfaMN01I","1497834538843660291","2022-02-27T07:22:37.000Z",TRUE
